idx,pid,cond,shj_cond,bal_cond,phase,block_num,trial_num,file_name,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,switch_count,eg_type,test_acc,test_rt,train_cond,trial_attempts
1,4233,1,2,9,classify_train,1,1,aaa.png,,0,0,1,NA,NA,,Lape,Lape,3.178826941,1,NA,full,NA,NA,classify,1
2,4233,1,2,9,classify_train,1,2,aab.png,,0,0,0,NA,NA,,Lape,Tannet,1.11286337,0,NA,full,NA,NA,classify,1
3,4233,1,2,9,classify_train,1,2,aab.png,,0,0,0,NA,NA,,Lape,Lape,4.128391688,1,NA,full,NA,NA,classify,2
4,4233,1,2,9,classify_train,1,3,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,2.057550523,1,NA,full,NA,NA,classify,1
5,4233,1,2,9,classify_train,1,4,baa.png,,0,1,1,NA,NA,,Tannet,Lape,3.074997368,0,NA,full,NA,NA,classify,1
6,4233,1,2,9,classify_train,1,4,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.601395906,1,NA,full,NA,NA,classify,2
7,4233,1,2,9,classify_train,1,5,bba.png,,1,1,1,NA,NA,,Lape,Tannet,2.753384984,0,NA,full,NA,NA,classify,1
8,4233,1,2,9,classify_train,1,5,bba.png,,1,1,1,NA,NA,,Lape,Lape,1.699730115,1,NA,full,NA,NA,classify,2
9,4233,1,2,9,classify_train,1,6,abb.png,,1,0,0,NA,NA,,Tannet,Lape,1.89367088,0,NA,full,NA,NA,classify,1
10,4233,1,2,9,classify_train,1,6,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,1.317297932,1,NA,full,NA,NA,classify,2
11,4233,1,2,9,classify_train,1,7,bab.png,,0,1,0,NA,NA,,Tannet,Lape,3.965890935,0,NA,full,NA,NA,classify,1
12,4233,1,2,9,classify_train,1,7,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,5.561031019,1,NA,full,NA,NA,classify,2
13,4233,1,2,9,classify_train,1,8,bbb.png,,1,1,0,NA,NA,,Lape,Tannet,1.429137315,0,NA,full,NA,NA,classify,1
14,4233,1,2,9,classify_train,1,8,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.4394285,1,NA,full,NA,NA,classify,2
15,4233,1,2,9,classify_train,2,1,bba.png,,1,1,1,NA,NA,,Lape,Lape,2.097006965,1,NA,full,NA,NA,classify,1
16,4233,1,2,9,classify_train,2,2,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,3.056881107,1,NA,full,NA,NA,classify,1
17,4233,1,2,9,classify_train,2,3,aab.png,,0,0,0,NA,NA,,Lape,Lape,1.331256998,1,NA,full,NA,NA,classify,1
18,4233,1,2,9,classify_train,2,4,aba.png,,1,0,1,NA,NA,,Tannet,Lape,0.806844524,0,NA,full,NA,NA,classify,1
19,4233,1,2,9,classify_train,2,4,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,1.044874668,1,NA,full,NA,NA,classify,2
20,4233,1,2,9,classify_train,2,5,aaa.png,,0,0,1,NA,NA,,Lape,Lape,1.082360275,1,NA,full,NA,NA,classify,1
21,4233,1,2,9,classify_train,2,6,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,4.401518467,1,NA,full,NA,NA,classify,1
22,4233,1,2,9,classify_train,2,7,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.715478261,1,NA,full,NA,NA,classify,1
23,4233,1,2,9,classify_train,2,8,abb.png,,1,0,0,NA,NA,,Tannet,Lape,5.195506706,0,NA,full,NA,NA,classify,1
24,4233,1,2,9,classify_train,2,8,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.122282858,1,NA,full,NA,NA,classify,2
25,4233,1,2,9,classify_train,3,1,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.685057933,1,NA,full,NA,NA,classify,1
26,4233,1,2,9,classify_train,3,2,aaa.png,,0,0,1,NA,NA,,Lape,Lape,13.89783834,1,NA,full,NA,NA,classify,1
27,4233,1,2,9,classify_train,3,3,abb.png,,1,0,0,NA,NA,,Tannet,Lape,1.123314129,0,NA,full,NA,NA,classify,1
28,4233,1,2,9,classify_train,3,3,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.755619348,1,NA,full,NA,NA,classify,2
29,4233,1,2,9,classify_train,3,4,baa.png,,0,1,1,NA,NA,,Tannet,Lape,2.995507766,0,NA,full,NA,NA,classify,1
30,4233,1,2,9,classify_train,3,4,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.002809757,1,NA,full,NA,NA,classify,2
31,4233,1,2,9,classify_train,3,5,bba.png,,1,1,1,NA,NA,,Lape,Lape,2.107024359,1,NA,full,NA,NA,classify,1
32,4233,1,2,9,classify_train,3,6,bbb.png,,1,1,0,NA,NA,,Lape,Tannet,1.752614594,0,NA,full,NA,NA,classify,1
33,4233,1,2,9,classify_train,3,6,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.336666285,1,NA,full,NA,NA,classify,2
34,4233,1,2,9,classify_train,3,7,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.576593106,1,NA,full,NA,NA,classify,1
35,4233,1,2,9,classify_train,3,8,aba.png,,1,0,1,NA,NA,,Tannet,Lape,1.02823132,0,NA,full,NA,NA,classify,1
36,4233,1,2,9,classify_train,3,8,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.189814027,1,NA,full,NA,NA,classify,2
37,4233,1,2,9,classify_train,4,1,bbb.png,,1,1,0,NA,NA,,Lape,Lape,2.423743257,1,NA,full,NA,NA,classify,1
38,4233,1,2,9,classify_train,4,2,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.741649689,1,NA,full,NA,NA,classify,1
39,4233,1,2,9,classify_train,4,3,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,1.054417976,1,NA,full,NA,NA,classify,1
40,4233,1,2,9,classify_train,4,4,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.714361907,1,NA,full,NA,NA,classify,1
41,4233,1,2,9,classify_train,4,5,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,2.882367956,1,NA,full,NA,NA,classify,1
42,4233,1,2,9,classify_train,4,6,bba.png,,1,1,1,NA,NA,,Lape,Lape,2.895514917,1,NA,full,NA,NA,classify,1
43,4233,1,2,9,classify_train,4,7,abb.png,,1,0,0,NA,NA,,Tannet,Lape,4.890919059,0,NA,full,NA,NA,classify,1
44,4233,1,2,9,classify_train,4,7,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.059501825,1,NA,full,NA,NA,classify,2
45,4233,1,2,9,classify_train,4,8,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.395052749,1,NA,full,NA,NA,classify,1
46,4233,1,2,9,classify_train,5,1,bba.png,,1,1,1,NA,NA,,Lape,Lape,1.696593596,1,NA,full,NA,NA,classify,1
47,4233,1,2,9,classify_train,5,2,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,2.852937846,1,NA,full,NA,NA,classify,1
48,4233,1,2,9,classify_train,5,3,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.880925171,1,NA,full,NA,NA,classify,1
49,4233,1,2,9,classify_train,5,4,bbb.png,,1,1,0,NA,NA,,Lape,Lape,6.207908107,1,NA,full,NA,NA,classify,1
50,4233,1,2,9,classify_train,5,5,aab.png,,0,0,0,NA,NA,,Lape,Lape,6.09066043,1,NA,full,NA,NA,classify,1
51,4233,1,2,9,classify_train,5,6,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,3.491082407,1,NA,full,NA,NA,classify,1
52,4233,1,2,9,classify_train,5,7,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,3.535377048,1,NA,full,NA,NA,classify,1
53,4233,1,2,9,classify_train,5,8,bab.png,,0,1,0,NA,NA,,Tannet,Lape,2.077753161,0,NA,full,NA,NA,classify,1
54,4233,1,2,9,classify_train,5,8,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,1.109842062,1,NA,full,NA,NA,classify,2
55,4233,1,2,9,classify_train,6,1,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.255748133,1,NA,full,NA,NA,classify,1
56,4233,1,2,9,classify_train,6,2,bba.png,,1,1,1,NA,NA,,Lape,Lape,3.036080563,1,NA,full,NA,NA,classify,1
57,4233,1,2,9,classify_train,6,3,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.972066971,1,NA,full,NA,NA,classify,1
58,4233,1,2,9,classify_train,6,4,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.515685906,1,NA,full,NA,NA,classify,1
59,4233,1,2,9,classify_train,6,5,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,2.344358934,1,NA,full,NA,NA,classify,1
60,4233,1,2,9,classify_train,6,6,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.72112724,1,NA,full,NA,NA,classify,1
61,4233,1,2,9,classify_train,6,7,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,6.676615089,1,NA,full,NA,NA,classify,1
62,4233,1,2,9,classify_train,6,8,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.71744711,1,NA,full,NA,NA,classify,1
63,4233,1,2,9,classify_train,7,1,bba.png,,1,1,1,NA,NA,,Lape,Lape,1.873783416,1,NA,full,NA,NA,classify,1
64,4233,1,2,9,classify_train,7,2,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,2.030546795,1,NA,full,NA,NA,classify,1
65,4233,1,2,9,classify_train,7,3,bbb.png,,1,1,0,NA,NA,,Lape,Lape,4.974111965,1,NA,full,NA,NA,classify,1
66,4233,1,2,9,classify_train,7,4,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,3.546822329,1,NA,full,NA,NA,classify,1
67,4233,1,2,9,classify_train,7,5,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,4.401132775,1,NA,full,NA,NA,classify,1
68,4233,1,2,9,classify_train,7,6,aab.png,,0,0,0,NA,NA,,Lape,Lape,1.655561941,1,NA,full,NA,NA,classify,1
69,4233,1,2,9,classify_train,7,7,aaa.png,,0,0,1,NA,NA,,Lape,Lape,1.036808908,1,NA,full,NA,NA,classify,1
70,4233,1,2,9,classify_train,7,8,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,7.69336173,1,NA,full,NA,NA,classify,1
71,4233,1,2,9,classify_train,8,1,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.894665733,1,NA,full,NA,NA,classify,1
72,4233,1,2,9,classify_train,8,2,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.337747546,1,NA,full,NA,NA,classify,1
73,4233,1,2,9,classify_train,8,3,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,3.520550589,1,NA,full,NA,NA,classify,1
74,4233,1,2,9,classify_train,8,4,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.967369807,1,NA,full,NA,NA,classify,1
75,4233,1,2,9,classify_train,8,5,bba.png,,1,1,1,NA,NA,,Lape,Lape,1.076112398,1,NA,full,NA,NA,classify,1
76,4233,1,2,9,classify_train,8,6,bbb.png,,1,1,0,NA,NA,,Lape,Lape,5.711985515,1,NA,full,NA,NA,classify,1
77,4233,1,2,9,classify_train,8,7,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.726435221,1,NA,full,NA,NA,classify,1
78,4233,1,2,9,classify_train,8,8,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.471140648,1,NA,full,NA,NA,classify,1
79,4233,1,2,9,classify_train,9,1,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.580384142,1,NA,full,NA,NA,classify,1
80,4233,1,2,9,classify_train,9,2,aaa.png,,0,0,1,NA,NA,,Lape,Lape,1.327902306,1,NA,full,NA,NA,classify,1
81,4233,1,2,9,classify_train,9,3,bba.png,,1,1,1,NA,NA,,Lape,Lape,7.165744537,1,NA,full,NA,NA,classify,1
82,4233,1,2,9,classify_train,9,4,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.952974065,1,NA,full,NA,NA,classify,1
83,4233,1,2,9,classify_train,9,5,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.412623744,1,NA,full,NA,NA,classify,1
84,4233,1,2,9,classify_train,9,6,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.274150766,1,NA,full,NA,NA,classify,1
85,4233,1,2,9,classify_train,9,7,bbb.png,,1,1,0,NA,NA,,Lape,Lape,1.197359683,1,NA,full,NA,NA,classify,1
86,4233,1,2,9,classify_train,9,8,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.968551712,1,NA,full,NA,NA,classify,1
87,4233,1,2,9,classify_train,10,1,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.557699171,1,NA,full,NA,NA,classify,1
88,4233,1,2,9,classify_train,10,2,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.359269814,1,NA,full,NA,NA,classify,1
89,4233,1,2,9,classify_train,10,3,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.253282353,1,NA,full,NA,NA,classify,1
90,4233,1,2,9,classify_train,10,4,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.480062214,1,NA,full,NA,NA,classify,1
91,4233,1,2,9,classify_train,10,5,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,1.611207709,1,NA,full,NA,NA,classify,1
92,4233,1,2,9,classify_train,10,6,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.777129367,1,NA,full,NA,NA,classify,1
93,4233,1,2,9,classify_train,10,7,bba.png,,1,1,1,NA,NA,,Lape,Lape,1.87870438,1,NA,full,NA,NA,classify,1
94,4233,1,2,9,classify_train,10,8,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.281440508,1,NA,full,NA,NA,classify,1
95,4233,1,2,9,classify_train,11,1,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.629430242,1,NA,full,NA,NA,classify,1
96,4233,1,2,9,classify_train,11,2,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.41747684,1,NA,full,NA,NA,classify,1
97,4233,1,2,9,classify_train,11,3,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.400172353,1,NA,full,NA,NA,classify,1
98,4233,1,2,9,classify_train,11,4,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,3.461711558,1,NA,full,NA,NA,classify,1
99,4233,1,2,9,classify_train,11,5,bba.png,,1,1,1,NA,NA,,Lape,Lape,0.624952906,1,NA,full,NA,NA,classify,1
100,4233,1,2,9,classify_train,11,6,bbb.png,,1,1,0,NA,NA,,Lape,Lape,1.206935435,1,NA,full,NA,NA,classify,1
101,4233,1,2,9,classify_train,11,7,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.474865802,1,NA,full,NA,NA,classify,1
102,4233,1,2,9,classify_train,11,8,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.73848536,1,NA,full,NA,NA,classify,1
103,4233,1,2,9,classify_train,12,1,bba.png,,1,1,1,NA,NA,,Lape,Lape,0.295678,1,NA,full,NA,NA,classify,1
104,4233,1,2,9,classify_train,12,2,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,1.008470654,1,NA,full,NA,NA,classify,1
105,4233,1,2,9,classify_train,12,3,aab.png,,0,0,0,NA,NA,,Lape,Lape,0.219608309,1,NA,full,NA,NA,classify,1
106,4233,1,2,9,classify_train,12,4,bab.png,,0,1,0,NA,NA,,Tannet,Tannet,0.225595968,1,NA,full,NA,NA,classify,1
107,4233,1,2,9,classify_train,12,5,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.255976238,1,NA,full,NA,NA,classify,1
108,4233,1,2,9,classify_train,12,6,bbb.png,,1,1,0,NA,NA,,Lape,Lape,0.860296781,1,NA,full,NA,NA,classify,1
109,4233,1,2,9,classify_train,12,7,aba.png,,1,0,1,NA,NA,,Tannet,Tannet,0.402326268,1,NA,full,NA,NA,classify,1
110,4233,1,2,9,classify_train,12,8,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.323042589,1,NA,full,NA,NA,classify,1
111,4233,1,2,9,inference_test,NA,1,b_a.png,1,1,1,1,0,0,Lape,1,1,2.147644499,1,NA,full,1,2.147644499,classify,
112,4233,1,2,9,inference_test,NA,2,b__.png,0,1,NaN,1,0,0,Tannet,0,0,5.506316739,1,NA,partial,1,5.506316739,classify,
113,4233,1,2,9,inference_test,NA,3,_ab.png,0,0,0,0,1,0,Lape,0,0,6.330999429,1,NA,full,1,6.330999429,classify,
114,4233,1,2,9,inference_test,NA,4,a_a.png,1,0,1,1,0,0,Tannet,1,1,4.083765981,1,NA,full,1,4.083765981,classify,
115,4233,1,2,9,inference_test,NA,5,a_b.png,0,0,0,1,0,0,Lape,0,0,6.767227184,1,NA,full,1,6.767227184,classify,
116,4233,1,2,9,inference_test,NA,6,_aa.png,0,1,1,0,1,0,Tannet,1,1,4.643227085,1,NA,full,1,4.643227085,classify,
117,4233,1,2,9,inference_test,NA,7,a__.png,0,0,NaN,1,0,0,Lape,0,0,1.591246086,1,NA,partial,1,1.591246086,classify,
118,4233,1,2,9,inference_test,NA,8,b__.png,1,1,NaN,1,0,0,Lape,1,1,2.025897636,1,NA,partial,1,2.025897636,classify,
119,4233,1,2,9,inference_test,NA,9,_a_.png,0,1,NaN,0,1,0,Tannet,1,1,2.717532525,1,NA,partial,1,2.717532525,classify,
120,4233,1,2,9,inference_test,NA,10,b_b.png,1,1,0,1,0,0,Lape,1,1,5.884948284,1,NA,full,1,5.884948284,classify,
121,4233,1,2,9,inference_test,NA,11,b_b.png,0,1,0,1,0,0,Tannet,0,0,0.774662594,1,NA,full,1,0.774662594,classify,
122,4233,1,2,9,inference_test,NA,12,b_a.png,0,1,1,1,0,0,Tannet,0,0,5.450911193,1,NA,full,1,5.450911193,classify,
123,4233,1,2,9,inference_test,NA,13,_aa.png,0,0,1,0,1,0,Lape,0,0,0.712109003,1,NA,full,1,0.712109003,classify,
124,4233,1,2,9,inference_test,NA,14,_b_.png,1,0,NaN,0,1,0,Tannet,0,0,1.291299984,1,NA,partial,1,1.291299984,classify,
125,4233,1,2,9,inference_test,NA,15,_a_.png,0,0,NaN,0,1,0,Lape,0,0,1.016824111,1,NA,partial,1,1.016824111,classify,
126,4233,1,2,9,inference_test,NA,16,_ab.png,0,1,0,0,1,0,Tannet,1,1,0.876843458,1,NA,full,1,0.876843458,classify,
127,4233,1,2,9,inference_test,NA,17,_ba.png,1,0,1,0,1,0,Tannet,0,0,2.51317775,1,NA,full,1,2.51317775,classify,
128,4233,1,2,9,inference_test,NA,18,_b_.png,1,1,NaN,0,1,0,Lape,1,1,2.133878113,1,NA,partial,1,2.133878113,classify,
129,4233,1,2,9,inference_test,NA,19,_ba.png,1,1,1,0,1,0,Lape,1,1,6.7678039,1,NA,full,1,6.7678039,classify,
130,4233,1,2,9,inference_test,NA,20,_bb.png,1,0,0,0,1,0,Tannet,0,0,1.616247857,1,NA,full,1,1.616247857,classify,
131,4233,1,2,9,inference_test,NA,21,a_b.png,1,0,0,1,0,0,Tannet,1,1,2.598495769,1,NA,full,1,2.598495769,classify,
132,4233,1,2,9,inference_test,NA,22,_bb.png,1,1,0,0,1,0,Lape,1,1,2.363646837,1,NA,full,1,2.363646837,classify,
133,4233,1,2,9,inference_test,NA,23,a_a.png,0,0,1,1,0,0,Lape,0,0,3.430745964,1,NA,full,1,3.430745964,classify,
134,4233,1,2,9,inference_test,NA,24,a__.png,1,0,NaN,1,0,0,Tannet,1,1,4.867108463,1,NA,partial,1,4.867108463,classify,
135,4233,1,2,9,switch_test,12,1,aaa.png,0,1,1,0,0,1,Lape,Tannet,8.328056252,1,1,NA,full,1,8.328056252,classify,
136,4233,1,2,9,switch_test,12,2,abb.png,0,0,0,1,0,0,Tannet,Lape,1.534681809,1,1,NA,full,1,1.534681809,classify,
137,4233,1,2,9,switch_test,12,3,aba.png,0,0,1,1,0,1,Tannet,Lape,1.154852798,1,1,NA,full,1,1.154852798,classify,
138,4233,1,2,9,switch_test,12,4,bbb.png,1,0,0,1,1,0,Lape,Tannet,0.952402976,1,1,NA,full,1,0.952402976,classify,
139,4233,1,2,9,switch_test,12,5,aab.png,0,1,0,0,0,0,Lape,Tannet,1.948328547,1,1,NA,full,1,1.948328547,classify,
140,4233,1,2,9,switch_test,12,6,bba.png,0,1,1,1,1,1,Lape,Tannet,0.416304205,1,1,NA,full,1,0.416304205,classify,
141,4233,1,2,9,switch_test,12,7,bab.png,0,0,0,0,1,0,Tannet,Lape,0.549790336,1,1,NA,full,1,0.549790336,classify,
142,4233,1,2,9,switch_test,12,8,baa.png,1,1,1,0,1,1,Tannet,Lape,0.290929521,1,1,NA,full,1,0.290929521,classify,
143,4233,1,2,9,classify_test,NA,1,ab_.png,1,0,NaN,NA,NA,NA,Tannet,Tannet,4.924670242,1,NA,NA,partial,1,4.924670242,classify,
144,4233,1,2,9,classify_test,NA,2,aab.png,0,0,0,NA,NA,NA,Lape,Lape,0.797817348,1,NA,NA,full,1,0.797817348,classify,
145,4233,1,2,9,classify_test,NA,3,baa.png,0,1,1,NA,NA,NA,Tannet,Tannet,0.588992189,1,NA,NA,full,1,0.588992189,classify,
146,4233,1,2,9,classify_test,NA,4,abb.png,1,0,0,NA,NA,NA,Tannet,Tannet,0.166600674,1,NA,NA,full,1,0.166600674,classify,
147,4233,1,2,9,classify_test,NA,5,bba.png,1,1,1,NA,NA,NA,Lape,Lape,0.629012437,1,NA,NA,full,1,0.629012437,classify,
148,4233,1,2,9,classify_test,NA,6,bbb.png,1,1,0,NA,NA,NA,Lape,Lape,3.271778679,1,NA,NA,full,1,3.271778679,classify,
149,4233,1,2,9,classify_test,NA,7,aa_.png,0,0,NaN,NA,NA,NA,Lape,Lape,0.198545561,1,NA,NA,partial,1,0.198545561,classify,
150,4233,1,2,9,classify_test,NA,8,ba_.png,0,1,NaN,NA,NA,NA,Tannet,Tannet,0.277312777,1,NA,NA,partial,1,0.277312777,classify,
151,4233,1,2,9,classify_test,NA,9,aba.png,1,0,1,NA,NA,NA,Tannet,Tannet,0.438511448,1,NA,NA,full,1,0.438511448,classify,
152,4233,1,2,9,classify_test,NA,10,bab.png,0,1,0,NA,NA,NA,Tannet,Tannet,0.660079999,1,NA,NA,full,1,0.660079999,classify,
153,4233,1,2,9,classify_test,NA,11,aaa.png,0,0,1,NA,NA,NA,Lape,Lape,0.143549544,1,NA,NA,full,1,0.143549544,classify,
154,4233,1,2,9,classify_test,NA,12,bb_.png,1,1,NaN,NA,NA,NA,Lape,Lape,0.90920284,1,NA,NA,partial,1,0.90920284,classify,
155,4242,1,2,18,classify_train,1,1,aaa.png,,0,0,1,NA,NA,,Lape,Lape,4.035596875,1,NA,full,NA,NA,classify,1
156,4242,1,2,18,classify_train,1,2,aab.png,,1,0,1,NA,NA,,Tannet,Lape,2.172839943,0,NA,full,NA,NA,classify,1
157,4242,1,2,18,classify_train,1,2,aab.png,,1,0,1,NA,NA,,Tannet,Tannet,2.935618924,1,NA,full,NA,NA,classify,2
158,4242,1,2,18,classify_train,1,3,bab.png,,1,1,1,NA,NA,,Lape,Tannet,2.957825506,0,NA,full,NA,NA,classify,1
159,4242,1,2,18,classify_train,1,3,bab.png,,1,1,1,NA,NA,,Lape,Lape,1.880589139,1,NA,full,NA,NA,classify,2
160,4242,1,2,18,classify_train,1,4,aba.png,,0,0,0,NA,NA,,Lape,Lape,2.431446169,1,NA,full,NA,NA,classify,1
161,4242,1,2,18,classify_train,1,5,abb.png,,1,0,0,NA,NA,,Tannet,Lape,2.808842838,0,NA,full,NA,NA,classify,1
162,4242,1,2,18,classify_train,1,5,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.336879491,1,NA,full,NA,NA,classify,2
163,4242,1,2,18,classify_train,1,6,bba.png,,0,1,0,NA,NA,,Tannet,Lape,2.361536954,0,NA,full,NA,NA,classify,1
164,4242,1,2,18,classify_train,1,6,bba.png,,0,1,0,NA,NA,,Tannet,Tannet,2.507138776,1,NA,full,NA,NA,classify,2
165,4242,1,2,18,classify_train,1,7,baa.png,,0,1,1,NA,NA,,Tannet,Lape,3.079828614,0,NA,full,NA,NA,classify,1
166,4242,1,2,18,classify_train,1,7,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.9306824,1,NA,full,NA,NA,classify,2
167,4242,1,2,18,classify_train,1,8,bbb.png,,1,1,0,NA,NA,,Lape,Tannet,1.452202019,0,NA,full,NA,NA,classify,1
168,4242,1,2,18,classify_train,1,8,bbb.png,,1,1,0,NA,NA,,Lape,Lape,4.456568117,1,NA,full,NA,NA,classify,2
169,4242,1,2,18,classify_train,2,1,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,1.952465878,1,NA,full,NA,NA,classify,1
170,4242,1,2,18,classify_train,2,2,bbb.png,,1,1,0,NA,NA,,Lape,Lape,2.603186974,1,NA,full,NA,NA,classify,1
171,4242,1,2,18,classify_train,2,3,aba.png,,0,0,0,NA,NA,,Lape,Tannet,0.954056651,0,NA,full,NA,NA,classify,1
172,4242,1,2,18,classify_train,2,3,aba.png,,0,0,0,NA,NA,,Lape,Lape,1.878340208,1,NA,full,NA,NA,classify,2
173,4242,1,2,18,classify_train,2,4,bab.png,,1,1,1,NA,NA,,Lape,Tannet,1.388803548,0,NA,full,NA,NA,classify,1
174,4242,1,2,18,classify_train,2,4,bab.png,,1,1,1,NA,NA,,Lape,Lape,0.000118853,1,NA,full,NA,NA,classify,2
175,4242,1,2,18,classify_train,2,5,baa.png,,0,1,1,NA,NA,,Tannet,Lape,2.938653145,0,NA,full,NA,NA,classify,1
176,4242,1,2,18,classify_train,2,5,baa.png,,0,1,1,NA,NA,,Tannet,Tannet,0.027428153,1,NA,full,NA,NA,classify,2
177,4242,1,2,18,classify_train,2,6,aaa.png,,0,0,1,NA,NA,,Lape,Lape,0.870231409,1,NA,full,NA,NA,classify,1
178,4242,1,2,18,classify_train,2,7,aab.png,,1,0,1,NA,NA,,Tannet,Tannet,1.81139635,1,NA,full,NA,NA,classify,1
179,4242,1,2,18,classify_train,2,8,bba.png,,0,1,0,NA,NA,,Tannet,Lape,1.164607657,0,NA,full,NA,NA,classify,1
180,4242,1,2,18,classify_train,2,8,bba.png,,0,1,0,NA,NA,,Tannet,Tannet,0.186932429,1,NA,full,NA,NA,classify,2
181,4242,1,2,18,classify_train,3,1,aab.png,,1,0,1,NA,NA,,Tannet,Tannet,2.690452322,1,NA,full,NA,NA,classify,1
182,4242,1,2,18,classify_train,3,2,bba.png,,0,1,0,NA,NA,,Tannet,Lape,1.650307593,0,NA,full,NA,NA,classify,1
183,4242,1,2,18,classify_train,3,2,bba.png,,0,1,0,NA,NA,,Tannet,Tannet,0.000181424,1,NA,full,NA,NA,classify,2
184,4242,1,2,18,classify_train,3,3,bab.png,,1,1,1,NA,NA,,Lape,Lape,0.805964882,1,NA,full,NA,NA,classify,1
185,4242,1,2,18,classify_train,3,4,aaa.png,,0,0,1,NA,NA,,Lape,Tannet,2.989000995,0,NA,full,NA,NA,classify,1
186,4242,1,2,18,classify_train,3,4,aaa.png,,0,0,1,NA,NA,,Lape,Lape,1.001461987,1,NA,full,NA,NA,classify,2
187,4242,1,2,18,classify_train,3,5,aba.png,,0,0,0,NA,NA,,Lape,Tannet,1.777389585,0,NA,full,NA,NA,classify,1
188,4242,1,2,18,classify_train,3,5,aba.png,,0,0,0,NA,NA,,Lape,Lape,0.494996269,1,NA,full,NA,NA,classify,2
189,4242,1,2,18,classify_train,3,6,abb.png,,1,0,0,NA,NA,,Tannet,Lape,4.907261468,0,NA,full,NA,NA,classify,1
190,4242,1,2,18,classify_train,3,6,abb.png,,1,0,0,NA,NA,,Tannet,Tannet,0.76925728,1,NA,full,NA,NA,classify,2
