"pid","training","shj","trial","finish1","finish2","finish3","start1","start2","start3","startcat","finishcat","accuracy","switch_count","start","finish"
4465,"switch",2,8,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4488,"switch",2,1,1,0,0,0,0,1,"Lape","Tannet",1,2,2,5
4488,"switch",2,2,0,0,0,1,0,1,"Tannet","Lape",1,2,6,1
4488,"switch",2,3,0,1,0,1,1,1,"Lape","Tannet",1,2,8,3
4488,"switch",2,4,1,1,0,0,1,1,"Tannet","Lape",1,2,4,7
4488,"switch",2,5,0,1,1,1,1,0,"Lape","Tannet",1,2,7,4
4488,"switch",2,6,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4488,"switch",2,7,1,1,1,0,1,0,"Tannet","Lape",1,2,3,8
4488,"switch",2,8,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4514,"switch",2,1,1,0,0,1,0,1,"Tannet","Tannet",0,1,6,5
4514,"switch",2,2,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4514,"switch",2,3,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4514,"switch",2,4,1,0,0,1,1,0,"Lape","Tannet",1,1,7,5
4514,"switch",2,5,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4514,"switch",2,6,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4514,"switch",2,7,0,1,1,1,1,1,"Lape","Tannet",1,1,8,4
4514,"switch",2,8,0,0,0,0,1,0,"Tannet","Lape",1,1,3,1
4519,"switch",2,1,1,1,1,1,0,1,"Tannet","Lape",1,1,6,8
4519,"switch",2,2,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4519,"switch",2,3,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
4519,"switch",2,4,0,1,0,0,0,1,"Lape","Tannet",1,2,2,3
4519,"switch",2,5,0,1,0,0,0,0,"Lape","Tannet",1,1,1,3
4519,"switch",2,6,1,1,1,0,1,1,"Tannet","Lape",1,1,4,8
4519,"switch",2,7,0,1,0,1,1,1,"Lape","Tannet",1,2,8,3
4519,"switch",2,8,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4244,"switch",3,1,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4244,"switch",3,2,1,0,0,0,1,0,"Lape","Tannet",1,2,3,5
4244,"switch",3,3,1,0,0,0,0,1,"Lape","Tannet",1,2,2,5
4244,"switch",3,4,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4244,"switch",3,5,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4244,"switch",3,6,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4244,"switch",3,7,1,0,0,1,0,1,"Lape","Tannet",1,1,6,5
4244,"switch",3,8,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4275,"switch",3,1,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4275,"switch",3,2,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4275,"switch",3,3,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4275,"switch",3,4,1,0,0,0,0,1,"Lape","Tannet",1,2,2,5
4275,"switch",3,5,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4275,"switch",3,6,1,0,0,0,1,0,"Lape","Tannet",1,2,3,5
4275,"switch",3,7,1,0,0,1,0,1,"Lape","Tannet",1,1,6,5
4275,"switch",3,8,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4293,"switch",3,1,0,1,0,0,0,0,"Lape","Lape",0,1,1,3
4293,"switch",3,2,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4293,"switch",3,3,1,0,1,1,1,1,"Tannet","Lape",1,1,8,6
4293,"switch",3,4,1,0,0,1,1,0,"Tannet","Tannet",0,1,7,5
4293,"switch",3,5,1,1,1,1,0,1,"Lape","Tannet",1,1,6,8
4293,"switch",3,6,0,0,0,0,1,0,"Lape","Lape",0,1,3,1
4293,"switch",3,7,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4293,"switch",3,8,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4298,"switch",3,1,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4298,"switch",3,2,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4298,"switch",3,3,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4298,"switch",3,4,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4298,"switch",3,5,1,1,0,1,0,1,"Lape","Tannet",1,2,6,7
4298,"switch",3,6,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4298,"switch",3,7,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4298,"switch",3,8,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4345,"switch",3,1,1,0,1,1,1,0,"Tannet","Lape",1,2,7,6
4345,"switch",3,2,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4345,"switch",3,3,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4345,"switch",3,4,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4345,"switch",3,5,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4345,"switch",3,6,1,1,0,1,0,1,"Lape","Tannet",1,2,6,7
4345,"switch",3,7,1,0,1,1,1,1,"Tannet","Lape",1,1,8,6
4345,"switch",3,8,1,0,1,1,0,0,"Tannet","Lape",1,1,5,6
4396,"switch",3,1,0,1,0,1,0,1,"Lape","Lape",0,3,6,3
4396,"switch",3,2,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4396,"switch",3,3,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4396,"switch",3,4,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4396,"switch",3,5,1,0,1,1,0,0,"Tannet","Lape",1,1,5,6
4396,"switch",3,6,1,0,1,1,1,1,"Tannet","Lape",1,1,8,6
4396,"switch",3,7,1,0,1,1,1,0,"Tannet","Lape",1,2,7,6
4396,"switch",3,8,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4399,"switch",3,1,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4399,"switch",3,2,1,1,1,1,0,1,"Lape","Tannet",1,1,6,8
4399,"switch",3,3,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4399,"switch",3,4,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4399,"switch",3,5,0,0,0,1,1,1,"Tannet","Lape",1,3,8,1
4399,"switch",3,6,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4399,"switch",3,7,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4399,"switch",3,8,1,1,1,0,1,0,"Lape","Tannet",1,2,3,8
4415,"switch",3,1,1,1,0,1,0,0,"Tannet","Tannet",0,1,5,7
4415,"switch",3,2,0,0,0,0,1,0,"Lape","Lape",0,1,3,1
4415,"switch",3,3,0,1,1,1,0,1,"Lape","Tannet",1,2,6,4
4415,"switch",3,4,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4415,"switch",3,5,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4415,"switch",3,6,1,0,1,0,1,1,"Tannet","Lape",1,2,4,6
4415,"switch",3,7,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4415,"switch",3,8,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4474,"switch",3,1,1,1,1,1,0,1,"Lape","Tannet",1,1,6,8
4474,"switch",3,2,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4474,"switch",3,3,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4474,"switch",3,4,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4474,"switch",3,5,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4474,"switch",3,6,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4474,"switch",3,7,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4474,"switch",3,8,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4494,"switch",3,1,1,1,1,1,0,1,"Lape","Tannet",1,1,6,8
4494,"switch",3,2,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4494,"switch",3,3,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4494,"switch",3,4,0,1,0,1,0,0,"Tannet","Lape",1,2,5,3
4494,"switch",3,5,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4494,"switch",3,6,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4494,"switch",3,7,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4494,"switch",3,8,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4524,"switch",3,1,1,1,0,1,0,1,"Lape","Tannet",1,2,6,7
4524,"switch",3,2,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4524,"switch",3,3,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4524,"switch",3,4,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4524,"switch",3,5,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4524,"switch",3,6,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4524,"switch",3,7,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4524,"switch",3,8,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4530,"switch",3,1,1,0,1,0,0,1,"Lape","Lape",0,1,2,6
4530,"switch",3,2,1,1,0,1,0,0,"Tannet","Tannet",0,1,5,7
4530,"switch",3,3,0,1,0,1,1,0,"Tannet","Lape",1,1,7,3
4530,"switch",3,4,0,0,1,1,0,1,"Lape","Lape",0,1,6,2
4530,"switch",3,5,1,0,0,1,1,1,"Tannet","Tannet",0,2,8,5
4530,"switch",3,6,0,0,1,0,0,0,"Lape","Lape",0,1,1,2
4530,"switch",3,7,0,1,1,0,1,0,"Lape","Tannet",1,1,3,4
4530,"switch",3,8,1,1,0,0,1,1,"Tannet","Tannet",0,2,4,7
4532,"switch",3,1,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4532,"switch",3,2,1,1,1,0,1,1,"Tannet","Tannet",0,1,4,8
4532,"switch",3,3,1,1,1,1,1,0,"Tannet","Tannet",0,1,7,8
4532,"switch",3,4,1,1,1,1,0,1,"Lape","Tannet",1,1,6,8
4532,"switch",3,5,0,0,0,0,0,1,"Lape","Lape",0,1,2,1
4532,"switch",3,6,0,0,0,0,1,0,"Lape","Lape",0,1,3,1
4532,"switch",3,7,0,1,1,1,1,1,"Tannet","Tannet",0,1,8,4
4532,"switch",3,8,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4225,"switch",4,1,1,0,0,0,1,1,"Tannet","Lape",1,3,4,5
4225,"switch",4,2,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4225,"switch",4,3,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4225,"switch",4,4,0,0,0,1,1,1,"Tannet","Lape",1,3,8,1
4225,"switch",4,5,0,0,0,1,0,1,"Tannet","Lape",1,2,6,1
4225,"switch",4,6,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4225,"switch",4,7,1,1,1,0,1,0,"Lape","Tannet",1,2,3,8
4225,"switch",4,8,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4230,"switch",4,1,0,1,1,0,0,0,"Lape","Tannet",1,2,1,4
4230,"switch",4,2,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4230,"switch",4,3,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4230,"switch",4,4,1,0,0,1,1,1,"Tannet","Lape",1,2,8,5
4230,"switch",4,5,1,0,0,1,0,1,"Tannet","Lape",1,1,6,5
4230,"switch",4,6,0,1,1,0,1,0,"Lape","Tannet",1,1,3,4
4230,"switch",4,7,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4230,"switch",4,8,1,0,0,1,1,0,"Tannet","Lape",1,1,7,5
4239,"switch",4,1,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4239,"switch",4,2,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4239,"switch",4,3,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4239,"switch",4,4,0,0,0,0,0,1,"Lape","Lape",0,1,2,1
4239,"switch",4,5,1,0,0,0,0,0,"Lape","Lape",0,1,1,5
4239,"switch",4,6,1,1,0,1,1,1,"Tannet","Tannet",0,1,8,7
4239,"switch",4,7,0,1,1,0,1,0,"Lape","Tannet",1,1,3,4
4239,"switch",4,8,1,0,0,1,1,0,"Tannet","Lape",1,1,7,5
4250,"switch",4,1,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4250,"switch",4,2,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4250,"switch",4,3,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4250,"switch",4,4,1,1,0,1,0,0,"Lape","Tannet",1,1,5,7
4250,"switch",4,5,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4250,"switch",4,6,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4250,"switch",4,7,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4250,"switch",4,8,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4259,"switch",4,1,0,1,0,0,1,1,"Tannet","Lape",1,1,4,3
4259,"switch",4,2,1,0,1,0,1,0,"Lape","Tannet",1,3,3,6
4259,"switch",4,3,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4259,"switch",4,4,0,1,0,1,1,1,"Tannet","Lape",1,2,8,3
4259,"switch",4,5,0,1,0,1,0,1,"Tannet","Lape",1,3,6,3
4259,"switch",4,6,0,0,1,1,0,0,"Lape","Lape",0,2,5,2
4259,"switch",4,7,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4259,"switch",4,8,0,1,0,1,1,0,"Tannet","Lape",1,1,7,3
4267,"switch",4,1,0,1,0,1,1,1,"Tannet","Lape",1,2,8,3
4267,"switch",4,2,0,1,0,0,1,1,"Tannet","Lape",1,1,4,3
4267,"switch",4,3,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4267,"switch",4,4,0,1,0,1,1,0,"Tannet","Lape",1,1,7,3
4267,"switch",4,5,1,0,1,1,0,0,"Lape","Tannet",1,1,5,6
4267,"switch",4,6,1,0,1,0,1,0,"Lape","Tannet",1,3,3,6
4267,"switch",4,7,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4267,"switch",4,8,0,1,0,1,0,1,"Tannet","Lape",1,3,6,3
4270,"switch",4,1,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4270,"switch",4,2,1,0,0,0,0,0,"Lape","Lape",0,1,1,5
4270,"switch",4,3,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4270,"switch",4,4,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4270,"switch",4,5,1,1,0,1,0,0,"Lape","Tannet",1,1,5,7
4270,"switch",4,6,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4270,"switch",4,7,1,0,0,0,1,0,"Lape","Lape",0,2,3,5
4270,"switch",4,8,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4303,"switch",4,1,0,0,0,1,1,1,"Tannet","Lape",1,3,8,1
4303,"switch",4,2,1,0,1,0,1,0,"Lape","Tannet",1,3,3,6
4303,"switch",4,3,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4303,"switch",4,4,0,1,1,1,0,0,"Lape","Tannet",1,3,5,4
4303,"switch",4,5,1,0,0,0,1,1,"Tannet","Lape",1,3,4,5
4303,"switch",4,6,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4303,"switch",4,7,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4303,"switch",4,8,0,1,0,1,0,1,"Tannet","Lape",1,3,6,3
4330,"switch",4,1,1,1,1,0,1,0,"Lape","Tannet",1,2,3,8
4330,"switch",4,2,0,1,0,0,1,1,"Tannet","Lape",1,1,4,3
4330,"switch",4,3,0,1,0,1,0,1,"Tannet","Lape",1,3,6,3
4330,"switch",4,4,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4330,"switch",4,5,0,1,0,1,1,1,"Tannet","Lape",1,2,8,3
4330,"switch",4,6,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4330,"switch",4,7,0,1,0,1,1,0,"Tannet","Lape",1,1,7,3
4330,"switch",4,8,1,0,1,1,0,0,"Lape","Tannet",1,1,5,6
4385,"switch",4,1,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4385,"switch",4,2,1,0,1,0,1,0,"Lape","Tannet",1,3,3,6
4385,"switch",4,3,0,1,0,1,1,1,"Tannet","Lape",1,2,8,3
4385,"switch",4,4,0,1,0,1,0,1,"Tannet","Lape",1,3,6,3
4385,"switch",4,5,0,1,0,0,1,1,"Tannet","Lape",1,1,4,3
4385,"switch",4,6,0,1,0,1,1,0,"Tannet","Lape",1,1,7,3
4385,"switch",4,7,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4385,"switch",4,8,1,0,1,1,0,0,"Lape","Tannet",1,1,5,6
4417,"switch",4,1,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4417,"switch",4,2,1,0,0,1,0,1,"Tannet","Lape",1,1,6,5
4417,"switch",4,3,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4417,"switch",4,4,1,0,0,1,1,0,"Tannet","Lape",1,1,7,5
4417,"switch",4,5,0,1,1,0,1,0,"Lape","Tannet",1,1,3,4
4417,"switch",4,6,0,1,1,0,0,0,"Lape","Tannet",1,2,1,4
4417,"switch",4,7,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4417,"switch",4,8,1,0,0,1,1,1,"Tannet","Lape",1,2,8,5
4430,"switch",4,1,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4430,"switch",4,2,0,0,0,1,0,1,"Tannet","Lape",1,2,6,1
4430,"switch",4,3,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4430,"switch",4,4,1,1,1,0,1,0,"Lape","Tannet",1,2,3,8
4430,"switch",4,5,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4430,"switch",4,6,0,0,0,1,1,1,"Tannet","Lape",1,3,8,1
4430,"switch",4,7,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4430,"switch",4,8,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4449,"switch",4,1,0,0,0,1,1,0,"Tannet","Lape",1,2,7,1
4449,"switch",4,2,0,0,0,1,0,1,"Tannet","Lape",1,2,6,1
4449,"switch",4,3,1,1,1,1,0,0,"Lape","Tannet",1,2,5,8
4449,"switch",4,4,0,0,0,1,1,1,"Tannet","Lape",1,3,8,1
4449,"switch",4,5,1,1,1,0,0,1,"Lape","Tannet",1,2,2,8
4449,"switch",4,6,1,1,1,0,1,0,"Lape","Tannet",1,2,3,8
4449,"switch",4,7,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4449,"switch",4,8,1,1,1,0,0,0,"Lape","Tannet",1,3,1,8
4500,"switch",4,1,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4500,"switch",4,2,1,1,0,1,0,0,"Lape","Tannet",1,1,5,7
4500,"switch",4,3,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4500,"switch",4,4,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4500,"switch",4,5,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4500,"switch",4,6,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4500,"switch",4,7,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4500,"switch",4,8,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4537,"switch",4,1,1,1,0,0,0,0,"Lape","Tannet",1,2,1,7
4537,"switch",4,2,0,0,1,1,1,0,"Tannet","Lape",1,3,7,2
4537,"switch",4,3,1,1,0,0,1,0,"Lape","Tannet",1,1,3,7
4537,"switch",4,4,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4537,"switch",4,5,1,1,0,0,0,1,"Lape","Tannet",1,3,2,7
4537,"switch",4,6,0,0,1,1,1,1,"Tannet","Lape",1,2,8,2
4537,"switch",4,7,1,1,0,1,0,0,"Lape","Tannet",1,1,5,7
4537,"switch",4,8,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4224,"classify",2,1,1,0,1,1,1,1,"Lape","Tannet",1,1,8,6
4224,"classify",2,2,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
4224,"classify",2,3,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4224,"classify",2,4,1,1,1,1,0,1,"Tannet","Lape",1,1,6,8
4224,"classify",2,5,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4224,"classify",2,6,0,1,0,0,0,0,"Lape","Tannet",1,1,1,3
4224,"classify",2,7,1,1,1,0,1,1,"Tannet","Lape",1,1,4,8
4224,"classify",2,8,1,0,0,1,1,0,"Lape","Tannet",1,1,7,5
4248,"classify",2,1,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
4248,"classify",2,2,1,1,1,0,1,1,"Tannet","Lape",1,1,4,8
4248,"classify",2,3,1,0,0,1,1,0,"Lape","Tannet",1,1,7,5
4248,"classify",2,4,1,0,1,1,1,1,"Lape","Tannet",1,1,8,6
4248,"classify",2,5,0,1,0,0,0,0,"Lape","Tannet",1,1,1,3
4248,"classify",2,6,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4248,"classify",2,7,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4248,"classify",2,8,0,0,1,1,0,0,"Tannet","Lape",1,2,5,2
4254,"classify",2,1,1,1,1,1,0,0,"Tannet","Lape",1,2,5,8
4254,"classify",2,2,1,0,0,1,0,1,"Tannet","Tannet",0,1,6,5
4254,"classify",2,3,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
4254,"classify",2,4,0,0,0,1,1,0,"Lape","Lape",0,2,7,1
4254,"classify",2,5,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4254,"classify",2,6,1,0,1,0,0,0,"Lape","Tannet",1,2,1,6
4254,"classify",2,7,1,0,0,0,0,1,"Lape","Tannet",1,2,2,5
4254,"classify",2,8,0,0,1,1,1,1,"Lape","Lape",0,2,8,2
4262,"classify",2,1,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4262,"classify",2,2,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4262,"classify",2,3,1,0,0,0,1,1,"Tannet","Tannet",0,3,4,5
4262,"classify",2,4,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4262,"classify",2,5,0,0,0,0,1,0,"Tannet","Lape",1,1,3,1
4262,"classify",2,6,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4262,"classify",2,7,0,1,0,0,0,0,"Lape","Tannet",1,1,1,3
4262,"classify",2,8,0,1,1,1,1,1,"Lape","Tannet",1,1,8,4
4276,"classify",2,1,1,0,1,0,1,0,"Tannet","Tannet",0,3,3,6
4276,"classify",2,2,0,1,1,1,1,1,"Lape","Tannet",1,1,8,4
4276,"classify",2,3,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4276,"classify",2,4,1,1,1,1,0,1,"Tannet","Lape",1,1,6,8
4276,"classify",2,5,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4276,"classify",2,6,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4276,"classify",2,7,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4276,"classify",2,8,1,1,1,0,1,1,"Tannet","Lape",1,1,4,8
4281,"classify",2,1,1,1,0,1,0,1,"Tannet","Lape",1,2,6,7
4281,"classify",2,2,0,0,1,1,1,1,"Lape","Lape",0,2,8,2
4281,"classify",2,3,1,1,0,1,0,0,"Tannet","Lape",1,1,5,7
4281,"classify",2,4,1,1,0,0,1,1,"Tannet","Lape",1,2,4,7
4281,"classify",2,5,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
4281,"classify",2,6,1,0,0,1,1,0,"Lape","Tannet",1,1,7,5
4281,"classify",2,7,1,0,0,0,0,0,"Lape","Tannet",1,1,1,5
4281,"classify",2,8,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4294,"classify",2,1,0,0,1,1,1,0,"Lape","Lape",0,3,7,2
4294,"classify",2,2,0,1,0,1,0,1,"Tannet","Tannet",0,3,6,3
4294,"classify",2,3,0,1,0,1,0,0,"Tannet","Tannet",0,2,5,3
4294,"classify",2,4,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4294,"classify",2,5,0,0,1,1,1,1,"Lape","Lape",0,2,8,2
4294,"classify",2,6,0,0,1,0,0,0,"Lape","Lape",0,1,1,2
4294,"classify",2,7,1,0,0,0,1,0,"Tannet","Tannet",0,2,3,5
4294,"classify",2,8,0,0,0,0,0,1,"Lape","Lape",0,1,2,1
4336,"classify",2,1,0,0,1,0,0,0,"Lape","Lape",0,1,1,2
4336,"classify",2,2,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4336,"classify",2,3,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4336,"classify",2,4,1,0,1,0,0,1,"Lape","Tannet",1,1,2,6
4336,"classify",2,5,0,1,1,0,1,0,"Tannet","Tannet",0,1,3,4
4336,"classify",2,6,1,1,0,1,1,1,"Lape","Lape",0,1,8,7
4336,"classify",2,7,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4336,"classify",2,8,0,0,1,0,1,1,"Tannet","Lape",1,1,4,2
4346,"classify",2,1,0,0,1,1,1,1,"Lape","Lape",0,2,8,2
4346,"classify",2,2,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4346,"classify",2,3,0,1,1,0,0,1,"Lape","Tannet",1,1,2,4
4346,"classify",2,4,0,0,0,0,1,0,"Tannet","Lape",1,1,3,1
4346,"classify",2,5,0,1,0,0,0,0,"Lape","Tannet",1,1,1,3
4346,"classify",2,6,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4346,"classify",2,7,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4346,"classify",2,8,1,1,1,0,1,1,"Tannet","Lape",1,1,4,8
4386,"classify",2,1,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4386,"classify",2,2,0,1,0,0,1,1,"Tannet","Tannet",0,1,4,3
4386,"classify",2,3,1,1,1,0,0,1,"Lape","Lape",0,2,2,8
4386,"classify",2,4,1,1,0,1,1,1,"Lape","Lape",0,1,8,7
4386,"classify",2,5,1,1,1,1,1,0,"Lape","Lape",0,1,7,8
4386,"classify",2,6,1,1,0,0,0,0,"Lape","Lape",0,2,1,7
4386,"classify",2,7,0,0,1,0,1,0,"Tannet","Lape",1,2,3,2
4386,"classify",2,8,0,0,1,1,0,1,"Tannet","Lape",1,1,6,2
4400,"classify",2,1,1,1,0,0,0,1,"Lape","Lape",0,3,2,7
4400,"classify",2,2,0,0,0,1,0,0,"Tannet","Lape",1,1,5,1
4400,"classify",2,3,0,0,0,0,1,0,"Tannet","Lape",1,1,3,1
4400,"classify",2,4,1,1,1,1,1,0,"Lape","Lape",0,1,7,8
4400,"classify",2,5,0,0,0,0,1,1,"Tannet","Lape",1,2,4,1
4400,"classify",2,6,1,1,0,0,0,0,"Lape","Lape",0,2,1,7
4400,"classify",2,7,0,1,0,1,0,1,"Tannet","Tannet",0,3,6,3
4400,"classify",2,8,0,0,0,1,1,1,"Lape","Lape",0,3,8,1
4416,"classify",2,1,0,1,1,1,1,1,"Lape","Tannet",1,1,8,4
4416,"classify",2,2,0,1,0,1,1,0,"Lape","Tannet",1,1,7,3
4416,"classify",2,3,1,1,0,0,1,0,"Tannet","Lape",1,1,3,7
