"pid","shj","block","trial","finish1","finish2","finish3","start1","start2","start3","startcat","finishcat","accuracy","attempt_num","switch_count","start","finish"
4409,2,11,7,0,1,0,1,1,"0","Lape","Tannet",1,1,1,7,3
4409,2,11,8,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4409,2,12,1,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4409,2,12,2,0,1,0,0,0,"0","Lape","Tannet",1,1,1,1,3
4409,2,12,3,1,1,1,1,0,"0","Tannet","Lape",1,1,2,5,8
4409,2,12,4,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4409,2,12,5,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4409,2,12,6,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4409,2,12,7,0,1,0,0,0,"1","Lape","Tannet",1,1,2,2,3
4409,2,12,8,0,1,0,1,1,"0","Lape","Tannet",1,1,1,7,3
4465,2,1,1,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,1,2,0,0,1,0,1,"0","Tannet","Lape",1,1,2,3,2
4465,2,1,3,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,1,4,1,1,0,1,1,"1","Lape","Lape",0,1,1,8,7
4465,2,1,4,1,0,1,1,1,"1","Lape","Tannet",1,2,1,8,6
4465,2,1,5,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4465,2,1,6,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4465,2,1,7,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,1,8,1,0,1,1,1,"0","Lape","Tannet",1,1,2,7,6
4465,2,2,1,1,0,1,1,1,"1","Lape","Tannet",1,1,1,8,6
4465,2,2,2,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4465,2,2,3,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,2,4,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,2,5,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4465,2,2,5,0,1,1,0,0,"1","Lape","Tannet",1,2,1,2,4
4465,2,2,6,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,2,7,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,2,8,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,3,1,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,3,2,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,3,3,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,3,4,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4465,2,3,5,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4465,2,3,6,1,1,0,0,1,"0","Tannet","Lape",1,1,1,3,7
4465,2,3,7,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,3,8,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,4,1,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4465,2,4,2,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4465,2,4,2,0,0,0,0,0,"1","Lape","Lape",0,2,1,2,1
4465,2,4,2,0,1,1,0,0,"1","Lape","Tannet",1,3,1,2,4
4465,2,4,3,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,4,4,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,4,5,0,1,0,0,0,"0","Lape","Tannet",1,1,1,1,3
4465,2,4,6,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4465,2,4,6,1,0,0,1,1,"0","Lape","Tannet",1,2,1,7,5
4465,2,4,7,1,1,0,1,0,"0","Tannet","Lape",1,1,1,5,7
4465,2,4,8,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,5,1,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,5,2,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,5,3,1,0,1,1,1,"1","Lape","Tannet",1,1,1,8,6
4465,2,5,4,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,5,5,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,5,6,0,1,0,0,0,"0","Lape","Tannet",1,1,1,1,3
4465,2,5,7,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4465,2,5,8,1,1,0,1,0,"0","Tannet","Lape",1,1,1,5,7
4465,2,6,1,1,1,0,1,0,"0","Tannet","Lape",1,1,1,5,7
4465,2,6,2,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,6,3,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4465,2,6,4,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,6,5,1,0,1,1,1,"1","Lape","Tannet",1,1,1,8,6
4465,2,6,6,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,6,7,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,6,8,0,1,0,0,0,"0","Lape","Tannet",1,1,1,1,3
4465,2,7,1,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,7,2,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,7,3,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,7,4,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,7,5,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4465,2,7,6,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,7,7,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4465,2,7,8,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,8,1,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,8,2,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,8,3,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,8,4,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,8,5,0,1,0,1,1,"0","Lape","Tannet",1,1,1,7,3
4465,2,8,6,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4465,2,8,7,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,8,8,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,9,1,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,9,2,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,9,3,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4465,2,9,4,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,9,5,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,9,6,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,9,7,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4465,2,9,8,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,10,1,1,0,1,1,1,"1","Lape","Tannet",1,1,1,8,6
4465,2,10,2,1,1,0,1,0,"0","Tannet","Lape",1,1,1,5,7
4465,2,10,3,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,10,4,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,10,5,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4465,2,10,6,0,0,1,0,0,"0","Lape","Lape",0,1,1,1,2
4465,2,10,6,0,1,0,0,0,"0","Lape","Tannet",1,2,1,1,3
4465,2,10,7,1,1,0,0,1,"0","Tannet","Lape",1,1,1,3,7
4465,2,10,8,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4465,2,11,1,0,1,0,0,0,"0","Lape","Tannet",1,1,1,1,3
4465,2,11,2,0,1,0,1,1,"0","Lape","Tannet",1,1,1,7,3
4465,2,11,3,1,1,1,1,0,"1","Tannet","Lape",1,1,1,6,8
4465,2,11,4,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4465,2,11,5,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4465,2,11,6,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,11,7,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,11,8,1,0,1,0,0,"1","Lape","Tannet",1,1,1,2,6
4465,2,12,1,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4465,2,12,2,0,1,0,1,1,"0","Lape","Tannet",1,1,1,7,3
4465,2,12,3,0,0,1,1,0,"1","Tannet","Lape",1,1,1,6,2
4465,2,12,4,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4465,2,12,5,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4465,2,12,6,1,0,1,1,1,"1","Lape","Tannet",1,1,1,8,6
4465,2,12,7,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4465,2,12,8,1,1,1,0,1,"1","Tannet","Lape",1,1,1,4,8
4488,2,1,1,1,1,0,0,0,"0","Lape","Lape",0,1,2,1,7
4488,2,1,1,0,0,1,0,0,"0","Lape","Lape",0,2,1,1,2
4488,2,1,1,1,1,1,0,0,"0","Lape","Lape",0,3,3,1,8
4488,2,1,1,0,1,1,0,0,"0","Lape","Tannet",1,4,2,1,4
4488,2,1,2,0,1,1,1,0,"0","Tannet","Tannet",0,1,3,5,4
4488,2,1,2,1,1,1,1,0,"0","Tannet","Lape",1,2,2,5,8
4488,2,1,3,1,1,0,0,0,"1","Lape","Lape",0,1,3,2,7
4488,2,1,3,0,1,0,0,0,"1","Lape","Tannet",1,2,2,2,3
4488,2,1,4,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,1,5,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,1,6,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,1,7,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,1,8,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,2,1,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,2,2,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,2,3,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,2,4,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,2,5,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,2,6,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,2,7,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,2,8,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,3,1,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,3,2,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,3,3,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,3,4,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,3,5,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,3,6,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,3,7,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,3,8,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,4,1,1,0,1,0,1,"0","Tannet","Tannet",0,1,3,3,6
4488,2,4,1,1,1,1,0,1,"0","Tannet","Lape",1,2,2,3,8
4488,2,4,2,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,4,3,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,4,4,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,4,5,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,4,6,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,4,7,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,4,8,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,5,1,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,5,2,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,5,3,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,5,4,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,5,5,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,5,6,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,5,7,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,5,8,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,6,1,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,6,2,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,6,3,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,6,4,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,6,5,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,6,6,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,6,7,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,6,8,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,7,1,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,7,2,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,7,3,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,7,4,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,7,5,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,7,6,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,7,7,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,7,8,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,8,1,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,8,2,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,8,3,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,8,4,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,8,5,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,8,6,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,8,7,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,8,8,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,9,1,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,9,2,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,9,3,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,9,4,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,9,5,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,9,6,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,9,7,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,9,8,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,10,1,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,10,2,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,10,3,1,1,0,0,0,"0","Lape","Lape",0,1,2,1,7
4488,2,10,3,0,0,1,0,0,"0","Lape","Lape",0,2,1,1,2
4488,2,10,3,1,0,1,0,0,"0","Lape","Tannet",1,3,2,1,6
4488,2,10,4,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,10,5,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,10,6,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,10,7,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,10,8,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,11,1,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,11,2,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,11,3,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4488,2,11,4,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,11,5,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,11,6,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,11,7,1,0,0,0,0,"1","Lape","Tannet",1,1,2,2,5
4488,2,11,8,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,12,1,1,1,1,0,1,"0","Tannet","Lape",1,1,2,3,8
4488,2,12,2,1,1,0,0,1,"1","Tannet","Lape",1,1,2,4,7
4488,2,12,3,1,1,0,0,0,"1","Lape","Lape",0,1,3,2,7
4488,2,12,3,1,0,0,0,0,"1","Lape","Tannet",1,2,2,2,5
4488,2,12,4,1,0,1,0,0,"0","Lape","Tannet",1,1,2,1,6
4488,2,12,5,0,1,0,1,1,"1","Lape","Tannet",1,1,2,8,3
4488,2,12,6,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4488,2,12,7,0,0,1,1,0,"0","Tannet","Lape",1,1,2,5,2
4488,2,12,8,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4514,2,1,1,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,1,2,0,0,1,0,1,"0","Tannet","Lape",1,1,2,3,2
4514,2,1,3,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,1,4,1,0,1,1,0,"0","Tannet","Tannet",0,1,1,5,6
4514,2,1,4,0,0,0,1,0,"0","Tannet","Lape",1,2,1,5,1
4514,2,1,5,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4514,2,1,6,1,0,1,0,1,"1","Tannet","Tannet",0,1,2,4,6
4514,2,1,6,0,0,1,0,1,"1","Tannet","Lape",1,2,1,4,2
4514,2,1,7,0,1,1,1,1,"0","Lape","Tannet",1,1,2,7,4
4514,2,1,8,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,1,8,0,0,1,1,0,"1","Tannet","Lape",1,2,1,6,2
4514,2,2,1,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,2,1,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,2,2,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,2,3,1,0,0,0,1,"0","Tannet","Tannet",0,1,2,3,5
4514,2,2,3,0,0,0,0,1,"0","Tannet","Lape",1,2,1,3,1
4514,2,2,4,0,0,0,1,0,"1","Tannet","Lape",1,1,2,6,1
4514,2,2,5,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,2,6,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,2,7,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4514,2,2,7,0,1,1,0,0,"1","Lape","Tannet",1,2,1,2,4
4514,2,2,8,0,0,1,0,1,"1","Tannet","Lape",1,1,1,4,2
4514,2,3,1,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,3,2,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,3,3,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,3,3,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,3,4,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,3,4,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,3,5,1,0,0,0,1,"0","Tannet","Tannet",0,1,2,3,5
4514,2,3,5,0,0,0,0,1,"0","Tannet","Lape",1,2,1,3,1
4514,2,3,6,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4514,2,3,6,0,1,1,0,0,"1","Lape","Tannet",1,2,1,2,4
4514,2,3,7,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4514,2,3,8,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,4,1,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4514,2,4,2,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,4,3,1,1,1,0,0,"0","Lape","Lape",0,1,3,1,8
4514,2,4,3,0,1,1,0,0,"0","Lape","Tannet",1,2,2,1,4
4514,2,4,4,0,0,0,1,1,"0","Lape","Lape",0,1,2,7,1
4514,2,4,4,1,0,0,1,1,"0","Lape","Tannet",1,2,1,7,5
4514,2,4,5,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,4,6,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4514,2,4,6,0,1,1,0,0,"1","Lape","Tannet",1,2,1,2,4
4514,2,4,7,1,0,0,0,1,"1","Tannet","Tannet",0,1,3,4,5
4514,2,4,7,0,0,0,0,1,"1","Tannet","Lape",1,2,2,4,1
4514,2,4,8,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,4,8,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,5,1,1,0,0,0,1,"0","Tannet","Tannet",0,1,2,3,5
4514,2,5,1,0,0,0,0,1,"0","Tannet","Lape",1,2,1,3,1
4514,2,5,2,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,5,2,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,5,3,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4514,2,5,3,0,0,0,0,0,"1","Lape","Lape",0,2,1,2,1
4514,2,5,3,0,1,1,0,0,"1","Lape","Tannet",1,3,1,2,4
4514,2,5,4,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,5,5,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,5,6,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,5,6,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,5,7,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,5,8,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,6,1,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4514,2,6,2,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,6,3,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,6,3,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,6,4,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,6,5,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,6,6,0,1,0,0,0,"1","Lape","Tannet",1,1,2,2,3
4514,2,6,7,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,6,7,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,6,8,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,7,1,1,0,0,1,1,"1","Lape","Tannet",1,1,2,8,5
4514,2,7,2,0,1,1,0,1,"0","Tannet","Tannet",0,1,1,3,4
4514,2,7,2,1,1,1,0,1,"0","Tannet","Lape",1,2,2,3,8
4514,2,7,3,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,7,4,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,7,4,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,7,5,1,1,1,0,0,"1","Lape","Lape",0,1,2,2,8
4514,2,7,5,0,1,1,0,0,"1","Lape","Tannet",1,2,1,2,4
4514,2,7,6,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,7,6,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,7,7,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,7,8,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,8,1,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4514,2,8,2,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,8,2,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,8,3,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,8,4,1,0,0,0,1,"0","Tannet","Tannet",0,1,2,3,5
4514,2,8,4,0,0,0,0,1,"0","Tannet","Lape",1,2,1,3,1
4514,2,8,5,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4514,2,8,6,1,0,0,1,1,"1","Lape","Tannet",1,1,2,8,5
4514,2,8,7,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,8,8,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4514,2,9,1,1,0,0,1,1,"0","Lape","Tannet",1,1,1,7,5
4514,2,9,2,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4514,2,9,3,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,9,4,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,9,4,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,9,5,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,9,6,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,9,7,1,0,0,0,0,"0","Lape","Tannet",1,1,1,1,5
4514,2,9,8,0,0,0,0,0,"1","Lape","Lape",0,1,1,2,1
4514,2,9,8,1,0,0,0,0,"1","Lape","Tannet",1,2,2,2,5
4514,2,10,1,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,10,2,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
4514,2,10,3,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,10,4,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,10,5,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,10,5,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,10,6,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,10,7,0,1,1,0,1,"0","Tannet","Tannet",0,1,1,3,4
4514,2,10,7,0,0,0,0,1,"0","Tannet","Lape",1,2,1,3,1
4514,2,10,8,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,10,8,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,11,1,0,0,0,0,1,"0","Tannet","Lape",1,1,1,3,1
4514,2,11,2,1,0,0,1,0,"1","Tannet","Tannet",0,1,1,6,5
4514,2,11,2,0,0,0,1,0,"1","Tannet","Lape",1,2,2,6,1
4514,2,11,3,1,1,1,1,1,"0","Lape","Lape",0,1,1,7,8
4514,2,11,3,0,1,1,1,1,"0","Lape","Tannet",1,2,2,7,4
4514,2,11,4,0,1,1,1,1,"1","Lape","Tannet",1,1,1,8,4
4514,2,11,5,0,1,1,0,0,"0","Lape","Tannet",1,1,2,1,4
4514,2,11,6,0,0,0,0,1,"1","Tannet","Lape",1,1,2,4,1
4514,2,11,7,0,0,0,1,0,"0","Tannet","Lape",1,1,1,5,1
4514,2,11,8,0,1,1,0,0,"1","Lape","Tannet",1,1,1,2,4
